,Vocab,Word
2796,rust,8848
2797,daners,1471
2798,hjerter,4559
2799,bløde,887
2800,isne,5175
2801,kærligheden,6140
2802,herneden,4376
2803,forstå,2922
2804,begribe,482
2805,brustet,1077
2806,fuldkommenhedens,3272
2807,kæde,6099
2808,rustet,8850
2809,udspringer,12014
2810,gyldenårets,4015
2811,kæden,6100
2812,kærminder,6160
2813,sagtens,8987
2814,stærkere,10813
2815,binder,652
2816,des,1605
2817,friere,3121
2818,mindre,7240
2819,gyldnere,4017
2820,arildstid,269
2821,inde,5100
2822,dannekvinde,1483
2823,fuldvoksne,3283
2824,dannemænd,1484
2825,udbreder,11958
2826,freder,3047
2827,friheds,3131
2828,idræt,5033
2829,tanker,11274
2830,skranker,9594
2831,freden,3044
2832,sommervejr,10197
2833,kæmpen,6119
2834,skatte,9462
2835,drog,1765
2836,lér,6871
2837,forme,2857
2838,vælge,12846
2839,forskel,2902
2840,kende,5453
2841,lyn,6682
2842,fornuften,2875
2843,opliver,8057
2844,lærde,6834
2845,blottil,835
2846,galt,3488
2847,stave,10426
2848,flere,2601
2849,bonden,933
2850,slet,9822
2851,lærdeoplyser,6835
2852,tå,11840
2853,top,11504
2854,færde,3376
2855,planeter,8315
2856,mundet,7407
2857,kroppe,5908
2858,lynfra,6687
2859,skyerne,9688
2860,oppe,8071
2861,vilkår,12517
2862,blotså,831
2863,halvvejs,4140
2864,ophøje,8049
2865,vegne,12318
2866,misbrugens,7255
2867,måskepå,7493
2868,åndens,13061
2869,himmelbuevi,4447
2870,seend,9150
2871,blanke,705
2872,lue,6578
2873,spørges,10373
2874,fordunkle,2779
2875,nordlys,7770
2876,fribårne,3117
2877,orddet,8111
2878,sås,11098
2879,funkle,3290
2880,nordens,7765
2881,pol,8377
2882,kroppens,5912
2883,midsommerens,7192
2884,bolde,914
2885,midnat,7186
2886,sivet,9362
2887,folkerøstoplysningen,2725
2888,springer,10320
2889,folkedådog,2711
2890,vugges,12742
2891,stråle,10699
2892,folkeråd,2724
2893,aftenstjernen,75
2894,slukkes,9862
2895,folkeligt,2717
2896,væretrindt,12872
2897,noget,7742
2898,gære,4078
2899,tosser,11535
2900,brister,1022
2901,bødesmed,1279
2902,fødes,3414
2903,vilmer,12526
2904,brød,1123
2905,skuespil,9655
2906,næsen,7893
2907,munden,7405
2908,opdager,8035
2909,sligt,9841
2910,hvermands,4733
2911,kæmpehøjeeller,6117
2912,busk,1171
2913,plov,8346
2914,kødklump,6181
2915,grov,3846
2916,både,1208
2917,gøres,4101
2918,prøver,8453
2919,folkeånder,2733
2920,dovne,1716
2921,viler,12505
2922,ét,13177
2923,modersmålet,7287
2924,fædrelandet,3347
2925,resten,8665
2926,dragedukkersig,1725
2927,udelukker,11967
2928,indfødsret,5115
2929,rive,8740
2930,løs,6913
2931,rigets,8707
2932,stænderfra,10802
2933,fælles,3364
2934,folkeånd,2731
2935,fødder,3405
2936,hænderlatterlig,4917
2937,riget,8706
2938,sønderrevet,11187
2939,fortidsalderen,2952
2940,udlevet,11988
2941,mødigt,7537
2942,vanskelig,12267
2943,danske,1499
2944,skoler,9568
2945,splinterny,10292
2946,plove,8348
2947,dansken,1500
2948,lykkelig,6668
2949,begavetbor,474
2950,folkets,2729
2951,digt,1646
2952,vangenendnu,12258
2953,hjertens,4555
2954,folkelig,2716
2955,elskovssangen,2112
2956,dansk,1498
2957,val,12206
2958,tingeagtes,11451
2959,muldets,7389
2960,frænde,3220
2961,røde,8931
2962,gulddet,3969
2963,harme,4174
2964,strålearmeaf,10700
2965,varmeer,12291
2966,forårstid,3009
2967,varmer,12293
2968,sommerdage,10152
2969,blid,729
2970,behage,501
2971,hjertensfryd,4556
2972,urter,12150
2973,blomstrer,822
2974,kornet,5794
2975,grori,3841
2976,nætter,7899
2977,livs,6497
2978,nordvor,7775
2979,forjætter,2822
2980,frugtbarhed,3179
2981,lund,6614
2982,liflig,6410
2983,modersmål,7286
2984,ungdoms,12109
2985,mundskal,7410
2986,kommertrods,5735
2987,vidner,12471
2988,elskes,2105
2989,yndes,12968
2990,værket,12875
2991,begyndes,492
2992,varmevor,12296
2993,guldtårer,3991
2994,fældet,3360
2995,guldet,3971
2996,gudsbilledet,3960
2997,forældetmå,3013
2998,fornyes,2880
2999,flyeskun,2656
3000,glædeej,3704
3001,kvædederom,6040
3002,forud,2970
3003,sjælesans,9390
3004,eftermæle,2045
3005,hvoraf,4779
3006,øjenslyst,13219
3007,mundenvi,7406
3008,hælevi,4910
3009,tomme,11488
3010,lydeeget,6649
3011,fædres,3355
3012,betydemer,608
3013,mængde,7512
3014,taleom,11255
3015,gude,3949
3016,arted,288
3017,genløse,3565
3018,genfødegud,3553
3019,folkemundenom,2721
3020,hjertegrunden,4551
3021,hjerterne,4560
3022,kække,6103
3023,buerog,1144
3024,luerer,6583
3025,efterklang,2041
3026,røredet,8950
3027,bedste,455
3028,tabt,11221
3029,barnelighed,402
3030,løgnens,6895
3031,hader,4107
3032,kildespring,5482
3033,mærker,7517
3034,varmt,12298
3035,magtesløst,6959
3036,koldt,5717
3037,dødt,1984
3038,armt,280
3039,vingerhos,12560
3040,åndepust,13062
3041,hævd,4939
3042,æreda,13151
3043,balders,356
3044,bål,1214
3045,tidlig,11368
3046,snublet,10043
3047,glatisen,3650
3048,kæmpevisenog,6126
3049,julesang,5305
3050,menneskelivet,7125
3051,underligt,12085
3052,lysner,6719
3053,holdes,4604
3054,næb,7870
3055,klø,5638
3056,hoveder,4638
3057,hitted,4501
3058,menneskestammen,7135
3059,underligst,12083
3060,jorder,5256
3061,menneskerøsten,7131
3062,ørkenmed,13260
3063,magten,6954
3064,styrken,10775
3065,menneskeånden,7140
3066,værkmed,12877
3067,menneskemunde,7126
3068,tusindtalkan,11773
3069,gennemtrænge,3573
3070,sinde,9330
3071,folkemund,2718
3072,menneskebørnog,7117
3073,efterhånden,2039
3074,fiske,2532
3075,vilde,12498
3076,dyrda,1905
3077,menneskehammen,7123
3078,fæda,3343
3079,underligtfor,12086
3080,myre,7445
3081,dyrelivet,1909
3082,menneskeham,7122
3083,forhekset,2814
3084,uhyre,12053
3085,billede,640
3086,skabtmed,9423
3087,dyrmed,1918
3088,guderne,3951
3089,menneskebørn,7115
3090,bøgene,1288
3091,skønne,9789
3092,ligtat,6443
3093,mennesketunge,7138
3094,jævnt,5336
3095,muntert,7415
3096,virksomt,12629
3097,kongers,5766
3098,opklaret,8052
3099,værdighed,12860
3100,himmelvendt,4470
3101,lysvågent,6749
3102,velbekendt,12358
3103,fyldestgjort,3305
3104,sådant,11076
3105,ønsked,13244
3106,pønsed,8531
3107,forberede,2750
3108,grublen,3852
3109,hviled,4747
3110,fadervor,2303
3111,bede,443
3112,følte,3447
3113,urtegården,12146
3114,lægges,6799
3115,skabers,9411
3116,ventes,12415
3117,naturens,7630
3118,spiren,10284
3119,blomsterfloret,794
3120,modenhed,7278
3121,planten,8320
3122,løbebanen,6876
3123,spændt,10358
3124,folkegavn,2713
3125,begyndt,494
3126,fuldendt,3270
3127,brogede,1035
3128,verdentrods,12429
3129,strid,10671
3130,endnusom,2148
3131,patriarkernes,8228
3132,snakke,10001
3133,sorger,10207
3134,mæt,7519
3135,flyver,2677
3136,dansom,1507
3137,grædt,3900
3138,fordi,2773
3139,brast,982
3140,boblen,897
3141,last,6295
3142,dans,1489
3143,gro,3835
3144,dagligt,1433
3145,stilstand,10517
3146,skabelsens,9406
3147,ungdomstid,12113
3148,jævne,5333
3149,himmelblå,4444
3150,nævne,7904
3151,nå,7840
3152,hernede,4375
3153,tingen,11452
3154,vingen,12557
3155,bly,850
3156,slutte,9876
3157,ringen,8727
3158,hade,4106
3159,smukt,9963
3160,funkler,3291
3161,sværmerisk,10978
3162,stolt,10585
3163,flugt,2648
3164,bøje,1295
3165,tugt,11734
3166,pløje,8367
3167,høster,5012
3168,dyrkes,1916
3169,såre,11092
3170,uendelige,12034
3171,svære,10976
3172,overalt,8154
3173,krøbling,5961
3174,krykke,5941
3175,dyrets,1911
3176,dorske,1713
3177,fantasiens,2365
3178,evne,2282
3179,hævne,4942
3180,splid,10291
3181,undergang,12079
3182,sejerssang,9172
3183,gøglervise,4096
3184,gøgleri,4095
3185,nobel,7735
3186,skaffe,9429
3187,gunst,4003
3188,smudsigste,9957
3189,hoser,4627
3190,feteret,2485
3191,favoriseret,2443
3192,rekommanderet,8645
3193,vejret,12341
3194,statsmanden,10424
3195,samle,9033
3196,parti,8216
3197,kræmmeren,5953
3198,uhørte,12054
3199,procenter,8426
3200,kunstneren,5997
3201,geni,3559
3202,doktoren,1699
3203,omringes,7999
3204,patienter,8227
3205,eneste,2160
3206,middel,7181
3207,tjeneste,11465
3208,pureste,8476
3209,skæreste,9759
3210,rene,8654
3211,ste,10432
3212,gøgler,4094
3213,nådige,7857
3214,nik,7717
3215,lave,6302
3216,idelig,5030
3217,skraben,9591
3218,bukken,1156
3219,damer,1457
3220,herrer,4389
3221,smægten,9996
3222,sukken,10853
3223,prædikanten,8442
3224,diskanten,1675
3225,bassen,427
3226,minsandten,7246
3227,gøgle,4093
3228,taget,11228
3229,fusker,3298
3230,kunsten,5995
3231,derimod,1583
3232,mænd,7509
3233,faget,2309
3234,stakler,10395
3235,jens,5223
3236,vejmand,12334
3237,sidder,9268
3238,skærmenmed,9762
3239,klude,5616
3240,læderlap,6794
3241,øjetog,13223
3242,sko,9557
3243,såmænd,11084
3244,sure,10875
3245,nødmed,7915
3246,hamren,4147
3247,forvandlede,2979
3248,allerførste,149
3249,gryog,3872
3250,klingepå,5582
3251,hugger,4657
3252,gnisteraf,3743
3253,morgenvåde,7354
3254,ager,91
3255,stadenbag,10380
3256,bondens,934
3257,fede,2452
3258,spand,10234
3259,møder,7535
3260,olding,7974
3261,vejmandmed,12335
3262,halm,4129
3263,næppe,7879
3264,findemod,2506
3265,frosten,3170
3266,læ,6787
3267,vender,12382
3268,tilbagei,11392
3269,byger,1189
3270,skælveraf,9744
3271,kulde,5976
3272,sydvest,11009
3273,hammerslagetbag,4144
3274,vognen,12669
3275,ganske,3512
3276,jævned,5334
3277,andreden,224
3278,vanskelige,12268
3279,julen,5301
3280,tabte,11222
3281,hedenen,4249
3282,decembernat,1526
3283,kirkegårdenet,5503
3284,frønnet,3231
3285,bræt,1120
3286,slemt,9821
3287,siden,9270
3288,malingen,6974
3289,vejmands,12336
3290,fuldt,3281
3291,lærkerede,6851
3292,hede,4246
3293,unger,12117
3294,ungerne,12118
3295,dun,1861
3296,pipper,8292
3297,lun,6612
3298,lærker,6850
3299,tæt,11913
3300,omkring,7990
3301,tænker,11900
3302,ingenting,5142
3303,lurer,6633
3304,slåen,9886
3305,tåenog,11843
3306,vejr,12339
3307,ræven,8918
3308,bideog,626
3309,drengen,1741
3310,lærkereden,6852
3311,strimma,10686
3312,är,13011
3313,glimmar,3678
3314,vid,12460
3315,rand,8552
3316,mörkblå,7527
3317,vägg,12748
3318,liknar,6448
3319,där,1923
3320,längtan,6767
3321,vilarinnan,12495
3322,flyger,2657
3323,hem,4316
3324,sømand,11170
3325,enegang,2156
3326,simpel,9324
3327,enesang,2159
3328,sø,11130
3329,bruser,1073
3330,hed,4244
3331,hjemmets,4528
3332,stjernetegn,10560
3333,sunkne,10873
3334,frydefuld,3192
3335,forhåbning,2817
3336,efterlod,2044
3337,samt,9060
3338,yppig,12984
3339,munter,7414
3340,havn,4221
3341,anker,244
3342,griber,3827
3343,venneløse,12399
3344,balsamisk,359
3345,palmer,8189
3346,sejler,9179
3347,lummer,6610
3348,tropevind,11638
3349,kuldens,5978
3350,rose,8774
3351,pige,8262
3352,kokospalmen,5712
3353,fordøm,2783
3354,hule,4663
3355,lev,6376
3356,haves,4210
3357,vandringsmand,12244
3358,urolig,12142
3359,færd,3375
3360,tåge,11845
3361,skum,9665
3362,skjulte,9550
3363,skær,9755
3364,sømands,11172
3365,gurgler,4004
3366,gule,3993
3367,løvetand,6928
3368,sjællands,9395
3369,grøfter,3927
3370,gror,3840
3371,frøens,3228
3372,pinseløvet,8291
3373,børns,1338
3374,skalmed,9438
3375,dirk,1668
3376,fil,2497
3377,samling,9039
3378,set,9251
3379,genskin,3577
3380,trådte,11680
3381,slut,9874
3382,skete,9487
3383,stunddets,10759
3384,væg,12821
3385,brudt,1052
3386,smilbrød,9941
3387,friog,3138
3388,fyldte,3308
3389,digmed,1641
3390,sollyst,10099
3391,skælmeri,9740
3392,plukker,8361
3393,gangder,3499
3394,lukker,6603
3395,deti,1618
3396,skatskab,9461
3397,storbyens,10601
3398,ensomhed,2214
3399,virksom,12627
3400,indad,5096
3401,lavet,6307
3402,messingskilt,7162
3403,himmelrummet,4462
3404,ordnes,8118
3405,snildt,10034
3406,kaserne,5423
3407,rumi,8822
3408,klodepolen,5600
3409,pigen,8264
3410,sjov,9370
3411,blikket,744
3412,drikker,1754
3413,te,11298
3414,rundt,8834
3415,runde,8829
3416,kopper,5786
3417,køber,6175
3418,hopper,4619
3419,nøgne,7925
3420,stjerner,10546
3421,hørt,5003
3422,versfortællingen,12437
3423,borgerby,952
3424,skæve,9774
3425,læser,6867
3426,konservative,5777
3427,skoleborg,9565
3428,virkelighedens,12624
3429,skive,9531
3430,viborg,12459
3431,derfra,1576
3432,farlige,2380
3433,storby,10599
3434,københavn,6172
3435,oplever,8056
3436,virkelig,12623
3437,forfærdeligt,2795
3438,skildres,9509
3439,digtet,1652
3440,foretager,2793
3441,digtene,1648
3442,danmark,1475
3443,fortæller,2967
3444,figurer,2492
3445,optaget,8102
3446,larsen,6290
3447,tem,11311
3448,uheldig,12049
3449,ellers,2092
3450,ventet,12416
3451,sku,9643
3452,faktisk,2317
3453,skidt,9496
3454,familie,2345
3455,forældre,3014
3456,ska,9403
3457,ha,4104
3458,stilling,10515
3459,noet,7739
3460,absolut,11
3461,solidt,10093
3462,å,13016
3463,fedte,2457
3464,tæve,11916
3465,osse,8142
3466,spørre,10375
3467,ku,5965
3468,eksamen,2081
3469,sheiktøj,9261
3470,kontor,5779
3471,regnet,8621
3472,avancementer,326
3473,chancer,1360
3474,nappet,7588
3475,chefens,1365
3476,nevøer,7702
3477,d,1403
3478,gået,4035
3479,slidt,9838
3480,tænkt,11901
3481,garage,3513
3482,rigtig,8711
3483,n,7575
3484,lser,6576
3485,kammer,5371
3486,cykel,1396
3487,bus,1170
3488,kone,5748
3489,glæder,3713
3490,gage,3476
3491,blomstred,820
3492,hurtigt,4690
3493,mangt,7005
3494,altså,189
3495,hejst,4276
3496,stop,10592
3497,larsner,6291
3498,landevej,6248
3499,hegn,4262
3500,melodi,7094
3501,sur,10874
3502,sidde,9267
3503,bur,1168
3504,ta,11218
3505,billetten,645
3506,kasketten,5426
3507,landevejstur,6250
3508,li,6398
3509,korsør,5806
3510,direktør,1667
3511,risten,8739
3512,kigger,5473
3513,vesterbro,12445
3514,nyder,7799
3515,flammende,2592
3516,neonlys,7694
3517,ophold,8046
3518,seks,9194
3519,omtrent,8012
3520,restaurant,8664
3521,såd,11073
3522,slags,9804
3523,gourmant,3781
3524,ædlere,13125
3525,vrøvl,12729
3526,grosser,3844
3527,mave,7053
3528,tåle,11856
3529,napper,7587
3530,fasanen,2403
3531,flugten,2649
3532,bøffen,1280
3533,yndlingsret,12975
3534,lugten,6595
3535,derinde,1584
3536,nedsvælger,7681
3537,bourgogne,967
3538,bordeaux,943
3539,beruset,549
3540,asparges,308
3541,smagte,9914
3542,eventyr,2262
3543,ribbenssteg,8687
3544,indirekte,5121
3545,varmebord,12289
3546,glædet,3723
3547,johansen,5235
3548,november,7784
3549,skred,9600
3550,gedulgt,3543
3551,misted,7264
3552,lugtesansen,6597
3553,ebbede,2023
3554,leje,6347
3555,selve,9203
3556,feberen,2448
3557,udløber,11990
3558,fristen,3148
3559,gad,3470
3560,kro,5882
3561,byens,1183
3562,chaplins,1362
3563,film,2498
3564,myretu,7446
3565,horisonten,4622
3566,sti,10483
3567,sexappeal,9255
3568,skorstensskovenmed,9571
3569,milevidt,7221
3570,bryn,1086
3571,jungle,5315
3572,skenes,9480
3573,sovende,10226
3574,kravl,5843
3575,kig,5470
3576,disse,1676
3577,flammermed,2595
3578,lysreklamers,6722
3579,kolde,5715
3580,kampe,5376
3581,skæbner,9735
3582,ondtalli,8023
3583,maskiner,7038
3584,bomber,921
3585,krighundrede,5861
3586,knald,5656
3587,jævner,5335
3588,vihar,12491
3589,flinkt,2624
3590,energi,2157
3591,blinde,749
3592,instinkt,5150
3593,usandsynlig,12155
3594,fabel,2289
3595,bitte,669
3596,usle,12158
3597,gryn,3871
3598,stavler,10428
3599,splitter,10295
3600,babel,337
3601,alli,162
3602,kuppelrundtsom,6000
3603,brandskær,981
3604,landevejn,6249
3605,strålebundt,10701
3606,himmeltegn,4469
3607,støjn,10828
3608,gnyet,3744
3609,derude,1598
3610,marker,7027
3611,stentomt,10481
3612,anonym,249
3613,vrimlende,12720
3614,nitte,7728
3615,vældigt,12844
3616,skrapt,9596
3617,lotteri,6559
3618,småtteri,9995
3619,spør,10369
3620,bunds,1166
3621,overbord,8155
3622,storbyen,10600
3623,skorstensskoven,9570
3624,menskenes,7144
3625,stridende,10675
3626,korte,5808
3627,tilgi,11406
3628,sir,9347
3629,letsindigt,6367
3630,klogt,5607
3631,bare,380
3632,hyldest,4816
3633,hadet,4108
3634,besvare,576
3635,jordiske,5264
3636,våben,12765
3637,ragnarok,8539
3638,sekund,9196
3639,ur,12136
3640,viserne,12641
3641,vågen,12775
3642,sluttes,9878
3643,stof,10573
3644,påstår,8523
3645,veksler,12350
3646,underskrift,12087
3647,dyrket,1917
3648,hob,4596
3649,ideer,5028
3650,erstatning,2240
3651,naturlig,7632
3652,drift,1749
3653,enkel,2207
3654,skæbnes,9736
3655,smukke,9961
3656,atom,317
3657,forlanger,2843
3658,elskov,2108
3659,meste,7164
3660,spildt,10261
3661,igennem,5046
3662,punkt,8473
3663,bedøm,461
3664,håndtryk,4873
3665,hvorfor,4781
3666,sommernat,10176
3667,haster,4189
3668,drømmeløse,1802
3669,plante,8318
3670,trin,11583
3671,videre,12467
3672,dræ,1786
3673,frugter,3182
3674,simpleste,9325
3675,kræ,5947
3676,del,1540
3677,fremtid,3107
3678,dén,1952
3679,länge,6764
3680,skutan,9676
3681,hjärtat,4588
3682,glittrar,3688
3683,böljorna,1273
3684,blott,832
3685,två,11792
3686,håll,4858
3687,till,11413
3688,godo,3758
3689,ändå,13008
3690,för,3392
3691,finns,2524
3692,många,7491
3693,ljusglimt,6521
3694,och,7936
3695,vem,12373
3696,att,318
3697,just,5317
3698,världenför,12757
3699,solsken,10109
3700,lycka,6644
3701,färden,3322
3702,stjärnornas,10565
3703,purrad,8481
3704,uti,12172
3705,skans,9446
3706,kyss,6064
3707,yrande,12987
3708,skall,9437
3709,hörsel,4957
3710,höre,4955
3711,böljornas,1274
3712,brus,1067
3713,kunna,5990
3714,sjunga,9371
3715,bästa,1206
3716,menynoch,7149
3717,fågeln,3327
3718,vågorna,12789
3719,gunga,4002
3720,motorernas,7378
3721,gång,4041
3722,ifall,5039
3723,vakten,12203
3724,lång,6776
3725,minns,7245
3726,klämtar,5625
3727,klockan,5596
3728,ding,1663
3729,dång,1934
3730,glädje,3695
3731,ditt,1679
3732,jobb,5233
3733,lider,6403
3734,vila,12494
3735,eviga,2268
3736,inte,5152
3737,hindrar,4485
3738,alls,165
3739,ger,3581
3740,hals,4131
3741,rasande,8569
3742,tur,11761
3743,vänoch,12755
3744,valsa,12214
3745,havanna,4196
3746,pengarna,8243
3747,tagit,11232
3748,sjöss,9400
3749,karibens,5413
3750,passadvind,8221
3751,kring,5865
3752,pannan,8199
3753,klara,5553
3754,jobbet,5234
3755,iland,5062
3756,någonstans,7859
3757,barndommens,392
3758,gade,3471
3759,væsens,12888
3760,bankende,374
3761,rytmei,8883
3762,mors,7364
3763,fars,2383
3764,bekymrede,524
3765,tidligste,11369
3766,drømmes,1811
3767,lette,6369
3768,tågede,11846
3769,spind,10272
3770,alvoren,192
3771,vildt,12502
3772,dryssed,1783
3773,vemod,12374
3774,sindeten,9332
3775,drivende,1761
3776,regnvejrsnat,8632
3777,jordenfor,5252
3778,varligt,12285
3779,tørrede,11933
3780,tårerne,11871
3781,lært,6861
3782,hårdhed,4882
3783,stærkeste,10815
3784,vagtsomme,12192
3785,renere,8655
3786,stemt,10469
3787,skønnere,9790
3788,stemmessprukne,10466
3789,kejtede,5452
3790,fløj,2688
3791,vidt,12476
3792,lande,6236
3793,voksede,12678
3794,landeog,6241
3795,drue,1774
3796,vin,12530
3797,menneskedrøm,7118
3798,højsang,4984
3799,drømmen,1803
3800,menneskefødteog,7121
3801,brødre,1130
3802,uroligt,12143
3803,menneskets,7137
3804,bestormet,570
3805,fortræd,2960
3806,stilhedog,10504
3807,søg,11148
3808,skumring,9671
3809,stilheden,10503
3810,højsangsom,4985
3811,vejløse,12333
3812,valgte,12210
3813,lange,6269
3814,valne,12212
3815,fingreog,2519
3816,frodigt,3162
3817,grødekastet,3922
3818,lunger,6628
3819,uglerunde,12044
3820,øjnesået,13234
3821,sære,11118
3822,træder,11685
3823,varsomt,12301
3824,sårt,11097
3825,påvore,8524
3826,lommenog,6550
3827,ellesko,2094
3828,tænder,11891
3829,knuser,5686
3830,kerner,5462
3831,enkelt,2208
3832,håndfuldeller,4866
3833,vælger,12847
3834,tværs,11794
3835,efterår,2048
3836,landettrykket,6247
3837,halfdan,4125
3838,rasmussens,8575
3839,digte,1647
3840,elektricitet,2086
3841,what,12912
3842,wonderful,12940
3843,world,12942
3844,trees,11571
3845,green,3810
3846,red,8595
3847,roses,8793
3848,too,11503
3849,them,11331
3850,bloom,826
3851,you,12981
3852,think,11340
3853,myself,7448
3854,blue,836
3855,clouds,1380
3856,white,12917
3857,blessed,721
3858,day,1520
3859,dark,1509
3860,sacred,8966
3861,night,7716
3862,colours,1381
3863,rainbow,8540
3864,so,10053
3865,pretty,8406
3866,in,5093
3867,are,267
3868,also,175
3869,faces,2292
3870,people,8245
3871,goin,3766
3872,friends,3120
3873,shakin,9259
3874,hands,4152
3875,sayin,9131
3876,do,1691
3877,they,11336
3878,re,8588
3879,really,8591
3880,hear,4237
3881,babies,338
3882,cry,1394
3883,watch,12903
3884,grow,3847
3885,ll,6529
3886,learn,6313
3887,much,7382
3888,more,7322
3889,ever,2264
3890,know,5677
3891,yes,12962
3892,bænk,1245
3893,molenog,7309
3894,duglette,1847
3895,perlestænkaf,8256
3896,glitrer,3686
3897,uh,12048
3898,bugten,1151
3899,indat,5098
3900,letsom,6368
3901,dreng,1738
3902,net,7698
3903,bambuspind,361
3904,spise,10287
3905,mandler,6994
3906,myntestænkog,7443
3907,æbler,13113
3908,lommekniv,6549
3909,gemmes,3547
3910,vækfor,12826
3911,rødvin,8939
3912,memoirermed,7097
3913,landpå,6255
3914,ensomheden,2215
3915,svantes,10916
3916,svanesang,10912
3917,timerne,11440
3918,føles,3437
3919,varer,12279
3920,jer,5225
3921,borte,959
3922,sange,9085
3923,misbrugte,7256
3924,foran,2743
3925,eskorteog,2246
3926,bitterhed,671
3927,langebro,6270
3928,langebroen,6271
3929,mandag,6983
3930,dæmonernes,1946
3931,portud,8388
3932,kofoeds,5708
3933,skoleder,9566
3934,flok,2635
3935,drak,1733
3936,mødte,7541
3937,jehovas,5220
3938,vidne,12470
3939,råbte,8899
3940,løb,6874
3941,mandhun,6992
3942,hey,4406
3943,stjålet,10567
3944,masser,7042
3945,succes,10846
3946,succesog,10847
3947,spotlights,10303
3948,privatliv,8424
3949,musik,7430
3950,job,5232
3951,koncert,5747
3952,iskolde,5172
3953,garderober,3514
3954,autografer,324
3955,sceneskræk,9132
3956,åh,13038
3957,massehalvtomme,7041
3958,glas,3643
3959,kærtegn,6163
3960,glemte,3669
3961,kontrakter,5782
3962,gas,3521
3963,døgn,1985
3964,hej,4272
3965,prøv,8450
3966,spred,10309
3967,vingerog,12564
3968,flyv,2673
3969,vinden,12534
3970,træernes,11689
3971,poeten,8374
3972,drifter,1750
3973,velsignede,12366
3974,regnbuen,8613
3975,vesterled,12447
3976,raketter,8543
3977,flag,2585
3978,duggen,1842
3979,…du,13316
3980,…,13315
3981,regnskab,8626
3982,prop,8431
3983,syndet,11033
3984,stænger,10804
3985,læng,6808
3986,flinke,2622
3987,blinke,752
3988,fler,2599
3989,minusser,7248
3990,plusser,8365
3991,plus,8364
3992,løse,6914
3993,vis,12634
3994,momenter,7311
3995,kærlighedog,6147
3996,øjeblikke,13213
3997,mismodikke,7260
3998,tynged,11811
3999,mestevar,7168
4000,satans,9120
4001,krøllet,5963
4002,sammenbidt,9047
4003,gennemblødtog,3568
4004,almind,170
4005,ligt,6442
4006,nog,7740
4007,synes,11036
4008,klarer,5559
4009,åndssvagt,13071
4010,grib,3824
4011,fang,2354
4012,detfør,1617
4013,førdet,3450
4014,bilen,633
4015,krævede,5955
4016,hjerteblodog,4543
4017,smule,9967
4018,moderne,7283
4019,vent,12409
4020,godnat,3756
4021,alligevel,163
4022,åbent,13025
4023,ka,5342
4024,vidder,12462
4025,boet,903
4026,par,8201
4027,måneder,7481
4028,året,13083
4029,fart,2384
4030,himmelhøjtog,4458
4031,brændevinog,1112
4032,sanker,9106
4033,krydderurt,5934
4034,velbehagtil,12357
4035,sild,9310
4036,hjemmebag,4522
4037,frihedfor,3128
4038,stridslyst,10681
4039,skumringstimerog,9675
4040,aftenbrisens,55
4041,sus,10876
4042,hanegal,4155
4043,afstand,48
4044,ogmed,7960
4045,stjernerneog,10548
4046,bruseog,1072
4047,mågens,7463
4048,morgenskrig,7348
4049,lytte,6754
4050,konkyliermed,5774
4051,enkleer,2211
4052,sikker,9305
4053,løvet,6927
4054,runestene,8843
4055,stårsom,10797
4056,derhar,1578
4057,holdt,4605
4058,those,11344
4059,who,12918
4060,were,12909
4061,sometimes,10137
4062,thing,11338
4063,can,1346
4064,change,1361
4065,your,12982
4066,life,6409
4067,forever,2794
4068,someone,10136
4069,don,1708
4070,is,5166
4071,door,1711
4072,brings,1010
4073,into,5159
4074,little,6482
4075,magic,6949
4076,then,11332
4077,becomes,440
4078,adore,23
4079,each,2017
4080,every,2266
4081,moment,7310
4082,our,8149
4083,summers,10862
4084,turn,11764
4085,fall,2334
4086,loved,6562
4087,turned,11765
4088,memories,7098
4089,wouldn,12946
4090,lose,6556
4091,not,7782
4092,all,136
4093,remembering,8649
4094,spent,10255
4095,together,11478
4096,wonder,12939
4097,why,12921
4098,moments,7312
4099,had,4105
4100,ev,2258
4101,rything,8881
4102,taken,11239
4103,from,3163
4104,us,12154
4105,yet,12963
4106,somehow,10134
4107,it,5187
4108,again,90
4109,recall,8593
4110,joy,5277
4111,lled,6530
4112,with,12935
4113,memory,7099
4114,rather,8578
4115,tænd,11888
4116,herså,4394
4117,bedt,458
4118,gådet,4033
4119,–er,13300
4120,lagt,6223
4121,sighar,9287
4122,fanget,2360
4123,garnog,3519
4124,barnuden,421
4125,erfaringer,2226
4126,migsend,7208
4127,brev,999
4128,jegingenting,5218
4129,forståknyt,2923
4130,mighold,7202
4131,mighvilken,7203
4132,gåigennem,4039
4133,vinternatten,12600
4134,allermindste,155
4135,hernedlivet,4380
4136,lukket,6605
4137,indeman,5105
4138,derudehar,1600
4139,bragt,975
4140,væk,12825
4141,selvså,9212
4142,farveltaler,2395
4143,djæveler,1686
4144,dørjeg,2008
4145,tom,11485
4146,trist,11586
4147,førvis,3463
4148,–ud,13310
4149,beste,566
4150,lytt,6753
4151,gryr,3873
4152,av,325
4153,løft,6881
4154,trompet,11627
4155,mot,7376
4156,munnen,7413
4157,hvite,4776
4158,sommerfuglers,10164
4159,vingeslag,12566
4160,stien,10484
4161,gikk,3598
4162,vårt,12812
4163,morgengry,7332
4164,møte,7574
