,Vocab,Word
9968,gæld,4070
9969,jyske,5322
9970,langelinje,6273
9971,nokthe,7756
9972,mermaid,7156
9973,funse,3292
9974,ulve,12063
9975,thyhvor,11350
9976,mong,7315
9977,thailand,11326
9978,john,5236
9979,udgangspunkt,11976
9980,helle,4289
9981,nordog,7773
9982,karasjok,5412
9983,tunnelbanans,11759
9984,krypterog,5943
9985,amager,196
9986,fælled,3363
9987,sognefjord,10057
9988,bredde,988
9989,dybder,1883
9990,kult,5982
9991,solnedgangen,10103
9992,sjælero,9389
9993,vrangen,12714
9994,nordlyset,7771
9995,slynges,9882
9996,dissonanshen,1677
9997,himmelapsis,4442
9998,hvirvles,4766
9999,dansmen,1506
10000,genopstår,3575
10001,katharsis,5438
10002,send,9216
10003,sommernatten,10180
10004,rubin,8800
10005,svimlende,10945
10006,–min,13305
10007,arnajaraqs,281
10008,vandringssang,12246
10009,fjeldenes,2548
10010,skårvandrer,9732
10011,stedmoders,10444
10012,ondskab,8020
10013,gårjaget,4056
10014,fjeldlandet,2551
10015,gå–,4068
10016,forude,2971
10017,hare,4168
10018,afstedfører,50
10019,hvidvinget,4743
10020,rype,8875
10021,medholder,7066
10022,mikkel,7211
10023,ræv,8917
10024,galopfølger,3486
10025,sporet,10300
10026,bagerst,346
10027,ravn,8582
10028,tropganske,11639
10029,snetykning,10030
10030,–dér,13297
10031,styre,10771
10032,sommersol,10189
10033,signefuld,9296
10034,blåforgyldes,860
10035,fosse,3018
10036,åerer,13034
10037,lokkens,6544
10038,spindom,10278
10039,jøklens,5340
10040,tårevåd,11874
10041,indfra,5113
10042,nærer,7882
10043,altpå,187
10044,rid,8689
10045,arnarfjeldet,282
10046,aftendis,57
10047,uheldsvangre,12050
10048,svøbe,10989
10049,hest,4401
10050,endemålets,2140
10051,lugtet,6598
10052,byttets,1202
10053,skummel,9669
10054,mandfolks,6991
10055,dæmpet,1949
10056,fredløs,3052
10057,lavaørknens,6301
10058,gem,3545
10059,lønligt,6906
10060,herdubreid,4352
10061,alfedroning,133
10062,rapt,8567
10063,sporer,10298
10064,trylleriet,11665
10065,trop,11636
10066,kidagil,5468
10067,furet,3296
10068,værbitt,12856
10069,vannet,12266
10070,tusen,11767
10071,tenker,11319
10072,saganatt,8976
10073,senker,9234
10074,harald,4165
10075,berget,543
10076,kjemperad,5524
10077,håkon,4857
10078,verget,12430
10079,øyvind,13292
10080,kvad,6007
10081,olav,7971
10082,malte,6977
10083,sitt,9359
10084,høye,5019
10085,sverre,10937
10086,roma,8764
10087,imot,5092
10088,økser,13237
10089,brynte,1092
10090,tordenskiold,11521
10091,lynte,6693
10092,kvinner,6031
10093,strede,10652
10094,menn,7112
10095,grede,3809
10096,visstnok,12658
10097,strakk,10627
10098,prøvdes,8451
10099,noen,7737
10100,spill,10262
10101,brente,998
10102,hva,4712
10103,hendte,4326
10104,fredrikshald,3057
10105,døyet,2015
10106,sist,9352
10107,forstøtt,2927
10108,verste,12438
10109,blåøyet,874
10110,frihet,3133
10111,faderkraft,2298
10112,hungersnød,4685
10113,forlik,2848
10114,fienden,2489
10115,kastet,5433
10116,opp,8069
10117,visiret,12645
10118,undren,12096
10119,hastet,4190
10120,drevne,1746
10121,skammen,9444
10122,søderpå,11136
10123,tre,11565
10124,norske,7780
10125,mann,7008
10126,beskytte,557
10127,skjønt,9555
10128,fedrene,2454
10129,kjempet,5525
10130,mødrene,7539
10131,grett,3823
10132,lempet,6356
10133,vant,12269
10134,rett,8674
10135,fedres,2455
10136,hevet,4405
10137,seir,9166
10138,krevet,5851
10139,leir,6345
10140,gamla,3489
10141,fria,3114
10142,fjällhöga,2577
10143,glädjerika,3696
10144,sköna,9778
10145,hälsar,4839
10146,vänaste,12753
10147,uppå,12135
10148,dina,1659
10149,ängder,13009
10150,gröna,3918
10151,tronar,11628
10152,minnen,7244
10153,fornstora,2872
10154,ärat,13013
10155,namn,7585
10156,flög,2685
10157,över,13192
10158,vad,12186
10159,leva,6377
10160,dö,1956
10161,gubben,3942
10162,noach,7731
10163,noachvar,7733
10164,hedersmand,4255
10165,när,7838
10166,gick,3591
10167,arken,272
10168,plantera,8322
10169,markenmycket,7024
10170,mycket,7436
10171,detta,1621
10172,rodde,8746
10173,roddeur,8747
10174,köpte,6169
10175,buteljer,1175
10176,sådana,11075
10177,säljer,11066
10178,dricka,1747
10179,drickapå,1748
10180,park,8212
10181,visste,12656
10182,vissteatt,12657
10183,mänska,7454
10184,torstig,11532
10185,naturensom,7631
10186,andra,221
10187,djuren,1680
10188,därför,1924
10189,ock,7937
10190,ockvin,7938
10191,planterat,8323
10192,gumman,4001
10193,hedersfru,4254
10194,fick,2487
10195,flicka,2608
10196,gifte,3595
10197,migjust,7205
10198,karä,5422
10199,sätt,11068
10200,ifrån,5040
10201,ena,2127
10202,rusetpå,8845
10203,andralät,222
10204,noachbrukte,7732
10205,egna,2059
10206,pipskägg,8293
10207,haka,4119
10208,trinder,11584
10209,rosenröda,8784
10210,drack,1721
10211,botten,965
10212,gutår,4008
10213,lustigt,6637
10214,lustigtpå,6638
10215,nästasatt,7839
10216,blängde,854
10217,satt,9122
10218,blängdevid,855
10219,inga,5137
10220,skålar,9725
10221,skålargjorde,9726
10222,besvär,577
10223,läran,6770
10224,äran,13012
10225,bottendrack,966
10226,fjäriln,2578
10227,vingad,12553
10228,syns,11055
10229,haga,4114
10230,hagamellan,4115
10231,dimmors,1657
10232,dunsig,1869
10233,tillagaoch,11416
10234,blomman,775
10235,minsta,7247
10236,kräk,5946
10237,kärr,6089
10238,syra,11058
10239,nyss,7823
10240,värma,12758
10241,väckt,12746
10242,högtidlig,4949
10243,yraeldas,12986
10244,sefirens,9153
10245,fläkt,2678
10246,sköte,9779
10247,röjesgräsets,8920
10248,brodd,1029
10249,gula,3964
10250,plan,8312
10251,rännlar,8888
10252,höjesgungande,4952
10253,vita,12662
10254,svan,10903
10255,längst,6765
10256,skogens,9561
10257,glesa,3670
10258,kamrarhöras,5382
10259,täta,11839
10260,återskallän,13103
10261,graniten,3794
10262,hamrar,4145
10263,än,13005
10264,yx,12990
10265,björk,688
10266,tall,11258
10267,brunnsvikens,1065
10268,najaderhöja,7583
10269,sina,9327
10270,gyllne,4019
10271,frusande,3187
10272,kaskadersprutas,5424
10273,solna,10102
10274,skygd,9691
10275,välvda,12751
10276,stammarpå,10399
10277,väg,12747
10278,städad,10778
10279,fålen,3332
10280,yvs,12989
10281,hjulet,4583
10282,dammar,1458
10283,milt,7223
10284,åt,13100
10285,gudomlig,3958
10286,lust,6636
10287,rönainom,8921
10288,ljuvlig,6525
10289,hälsad,4838
10290,ögnas,13188
10291,monark,7314
10292,varje,12281
10293,blick,727
10294,öga,13186
10295,skickar,9495
10296,lockar,6532
10297,tacksamhetens,11223
10298,tår,11860
10299,rörd,8923
10300,tjust,11467
10301,dessa,1610
10302,blickar,728
10303,själv,9378
10304,trumpne,11650
10305,glättig,3698
10306,denna,1560
10307,källa,6079
10308,lilla,6460
10309,frukost,3185
10310,framställa,3035
10311,rött,8927
10312,pimpinellaoch,8282
10313,skjuten,9552
10314,beckasin,439
10315,ulla,12061
10316,våra,12796
10317,korgar,5790
10318,överstfulla,13193
10319,tömda,11917
10320,grässet,3875
10321,rullaoch,8815
10322,känn,6081
10323,ångan,13074
10324,dunstar,1870
10325,middagsvinsku,7180
10326,krusen,5920
10327,hällamed,4837
10328,hör,4954
10329,valthorns,12216
10330,kusin,6005
10331,valthornens,12215
10332,präktigt,8439
10333,fältet,3320
10334,prålaän,8441
10335,sto,10569
10336,fåla,3331
10337,tjurn,11466
10338,höres,4956
10339,vråla,12727
10340,bräka,1103
10341,tör,11918
10342,tuppen,11760
10343,taket,11240
10344,hoppar,4617
10345,liksom,6449
10346,hönan,4953
10347,loppar,6553
10348,svalan,10892
10349,huvud,4711
10350,doppar,1712
10351,skatan,9460
10352,skrattar,9597
10353,stör,10821
10354,lyft,6661
10355,kitteln,5520
10356,låt,6782
10357,kaffeglöden,5345
10358,koladär,5713
10359,nedanför,7653
10360,prålade,8440
10361,ämnen,13004
10362,ögat,13187
10363,rör,8922
10364,runden,8830
10365,friska,3141
10366,lövträn,6873
10367,sammanbunden,9041
10368,vidgar,12469
10369,lundenmed,6619
10370,strödda,10722
10371,gångar,4043
10372,ljuvligt,6526
10373,löven,6872
10374,susa,10877
10375,svarta,10924
10376,virvler,12633
10377,ljusa,6520
10378,träden,11670
10379,skugga,9660
10380,krusainunder,5918
10381,skyars,9680
10382,tagvi,11235
10383,måltidsstundenditt,7476
10384,rundenbepryds,8831
10385,blommor,780
10386,ack,13
10387,värmeland,12759
10388,härliga,4841
10389,krona,5892
10390,svearikes,10926
10391,länder,6763
10392,förlovade,3397
10393,värmland,12760
10394,återvänder,13104
10395,mö,7524
10396,ångrar,13075
10397,gifta,3594
10398,vän,12752
10399,fara,2367
10400,gåvor,4067
10401,flickor,2610
10402,kvar,6012
10403,ä,12998
10404,präktiga,8438
10405,rara,8568
10406,friar,3116
10407,ty,11799
10408,muntra,7416
10409,gossar,3777
10410,vilja,12506
10411,värmlandsflickorna,12761
10412,sorgsna,10211
10413,båten,1228
10414,ålandsvisen,13042
10415,sjöman,9399
10416,älskar,13003
10417,våg,12771
10418,vågornas,12790
10419,skakar,9432
10420,tåg,11844
10421,stormarnas,10610
10422,farväl,2402
10423,förtjusande,3400
10424,komma,5722
10425,trogna,11615
10426,flickas,2609
10427,varma,12287
10428,sista,9353
10429,gången,4044
10430,viskar,12646
10431,ömt,13190
10432,ljuvt,6527
10433,namnvid,7586
10434,tillbaka,11417
10435,famnfrån,2349
10436,fosterland,3021
10437,ljud,6518
10438,högt,4948
10439,dyra,1904
10440,lyfts,6662
10441,höjd,4950
10442,sänks,11067
10443,sköljs,9776
10444,älskad,13001
10445,bygd,1188
10446,fäders,3318
10447,bliför,738
10448,begär,496
10449,främling,3216
10450,förbi,3393
10451,älska,13000
10452,moar,7274
10453,fjäll,2576
10454,skärett,9722
10455,guldland,3979
10456,dock,1696
10457,strömmars,10723
10458,brusoch,1075
10459,bäckars,1203
10460,språng,10330
10461,mörka,7526
10462,dystra,1922
10463,stjärnenatt,10564
10464,sommarljus,10141
10465,allt,166
10466,sångvårt,11088
10467,hjärta,4586
10468,rört,8924
10469,striddes,10672
10470,stridmed,10680
10471,svärd,10965
10472,plog,8344
10473,mulen,7397
10474,finska,2525
10475,bars,424
10476,fördrog,3395
10477,sjöars,9398
10478,trohet,11616
10479,byggt,1197
10480,gett,3587
10481,forntids,2873
10482,framtids,3036
10483,skyggt,9706
10484,glatt,3652
10485,tryggt,11656
10486,blomning,781
10487,sluten,9875
10488,knopp,5675
10489,mogna,7308
10490,tvång,11793
10491,kärlek,6085
10492,oppditt,8070
10493,ljus,6519
10494,fröjd,3223
10495,högre,4947
10496,klinga,5578
10497,gångvår,4045
10498,fosterländska,3022
10499,finlandia,2522
10500,finland,2521
10501,morgonljusning,7360
10502,randas,8553
10503,skingras,9523
10504,hotfullt,4633
10505,mörk,7525
10506,lärkans,6772
10507,röst,8926
10508,rymdens,8871
10509,susning,10884
10510,blandas,700
10511,rymden,8870
10512,jubelsång,5284
10513,åter,13101
10514,andas,210
10515,morgon,7358
10516,ljusnar,6522
10517,höjde,4951
10518,väntar,12756
10519,öppet,13191
10520,mötmed,7528
10521,samma,9040
10522,röjdenär,8919
10523,träldomsoket,11672
10524,sönderbröt,11128
10525,förtrycket,3401
10526,böjde,1271
10527,verk,12431
10528,sommertid,10193
10529,sommertidi,10195
10530,trøster,11722
10531,blomsterskaren,810
10532,udsprungen,12015
10533,grenud,3822
10534,overgår,8161
10535,inderligmed,5110
10536,længsels,6821
10537,kærlighedla,6145
10538,ihvor,5056
10539,greensleves,3812
10540,alas,117
10541,wrongto,12950
10542,cast,1350
10543,off,7944
10544,discourteously,1671
10545,long,6551
10546,delighting,1544
10547,company,1383
10548,greensleeves,3811
10549,delight,1543
10550,lady,6216
10551,ready,8590
10552,hand,4150
10553,whatever,12913
10554,could,1387
10555,crave,1390
10556,both,964
10557,wagered,12896
10558,goodwill,3775
10559,thou,11345
10560,couldst,1388
10561,desire,1606
10562,earthly,2019
10563,thingbut,11339
10564,still,10507
10565,hadst,4110
10566,readily,8589
10567,music,7429
10568,play,8329
10569,wouldst,12947
10570,farewell,2377
10571,adieu,20
10572,prosper,8433
10573,three,11347
10574,am,195
10575,true,11644
10576,lass,6293
10577,lasswith,6294
10578,ho,4595
10579,nonino,7759
10580,noni,7758
10581,cornfield,1386
10582,pass,8220
10583,springtime,10323
10584,only,8027
10585,birds,656
10586,lovers,6567
10587,between,606
10588,acres,14
10589,rye,8858
10590,these,11335
10591,country,1389
10592,would,12945
10593,liein,6408
10594,carol,1349
10595,began,473
10596,flower,2646
10597,therefore,11334
10598,take,11238
10599,present,8405
10600,crowned,1393
10601,prime,8410
10602,chrysillis,1373
10603,ønskeskat,13247
10604,nærmere,7885
10605,gangvil,3511
10606,digskue,1644
10607,vestervande,12448
10608,hænge,4922
10609,lysen,6702
10610,lokpå,6546
10611,stjerneflok,10537
10612,hargjort,4171
10613,digbestandelig,1633
10614,fikog,2494
10615,endog,2149
10616,mundudblæste,7411
10617,blussed,845
10618,aftnens,82
10619,tvangvar,11782
10620,brødbegge,1124
10621,hjerters,4565
10622,dulgte,1853
10623,glødoppustet,3738
10624,blodi,768
10625,bandtes,366
10626,venskabs,12408
10627,rosa,8772
10628,rosaoch,8773
10629,vit,12661
10630,liljeblad,6453
10631,tänker,11838
10632,görs,4090
10633,dess,1609
10634,stämma,10781
10635,hjärtans,4587
10636,tröst,11715
10637,lik,6446
10638,näktergalens,7837
10639,blida,730
10640,hövisk,4958
10641,ljuv,6523
10642,fagert,2308
10643,skiner,9522
10644,sörjamen,11129
10645,alltid,167
10646,vara,12273
10647,sammanmed,9042
10648,gamman,3492
10649,längta,6766
10650,varann,12274
10651,nederoch,7660
10652,dagelig,1412
10653,uppgår,12134
10654,blider,733
10655,skåda,9723
10656,hågen,4855
10657,städs,10779
10658,hjärtlig,4589
10659,kär,6082
10660,mång,7490
10661,tusende,11768
10662,segla,9155
10663,förutan,3402
10664,utan,12169
10665,åror,13088
10666,skiljas,9510
10667,vännen,12754
10668,sinutan,9346
10669,fälla,3319
10670,tårar,11861
10671,minutan,7250
10672,hage,4116
10673,växa,12762
10674,bär,1205
10675,något,7860
10676,träffas,11671
10677,liljor,6459
10678,akvilejakom,115
10679,rosor,8795
10680,salivia,9013
10681,ljuva,6524
10682,krusmynta,5923
10683,fagra,2310
10684,bjuda,684
10685,kransen,5834
10686,sätter,11069
10687,sen,9215
10688,dalar,1447
10689,utav,12171
10690,kärast,6084
10691,heidenröslein,4271
10692,sah,8991
10693,ein,2064
10694,knab,5652
10695,röslein,8925
10696,stehn,10453
10697,heiden,4270
10698,jung,5314
10699,morgenschön,7347
10700,lief,6406
10701,schnell,9143
10702,nah,7582
10703,zu,12997
10704,seh,9161
10705,vielen,12482
10706,freuden,3112
10707,rot,8796
10708,knabe,5653
10709,sprach,10305
10710,breche,986
10711,dich,1627
10712,steche,10434
10713,dass,1512
10714,ewig,2285
10715,denkst,1557
10716,nicht,7710
10717,leiden,6344
10718,wilde,12927
10719,brachröslein,970
10720,wehrte,12906
10721,stach,10378
10722,half,4124
10723,ihm,5054
10724,weh,12905
10725,ach,12
10726,musst,7433
10727,eben,2025
10728,sødeste,11137
10729,rosenmund,8783
10730,hjerteen,4546
10731,visa,12635
10732,utanmyra,12170
10733,endast,2131
10734,såg,11079
10735,mina,7225
10736,ögon,13189
10737,förvända,3403
10738,gångade,4042
10739,orädd,8134
10740,säker,11065
10741,segra,9160
10742,log,6537
10743,strålade,10698
10744,levnad,6394
10745,ändra,13007
10746,fullända,3286
10747,bröt,1122
10748,motstånd,7380
10749,förbimen,3394
10750,roselil,8776
10751,taled,11251
10752,skæmtens,9748
10753,ungersvend,12120
10754,lytted,6755
10755,urtegårdens,12147
10756,hang,4158
10757,guldring,3982
10758,dryppende,1781
10759,stirred,10522
10760,smal,9915
10761,bøjelig,1297
10762,føjelig,3429
10763,nysselig,7824
10764,kysselig,6068
10765,neje,7686
10766,dreje,1735
10767,nydelig,7798
10768,fløjternes,2695
10769,blomsternes,803
10770,fornøjet,2888
10771,flink,2621
10772,nødbrune,7908
10773,lok,6540
10774,sorgernes,10208
10775,mads,6942
10776,doss,1714
10777,kon,5746
10778,koltringsknæjt,5718
10779,gek,3544
10780,foeren,2704
10781,hien,4412
10782,imell,5080
10783,slow,9854
10784,bejt,515
10785,åu,13105
10786,vienen,12483
10787,liim,6445
10788,muer,7384
10789,hoer,4599
10790,hwell,4798
10791,luh,6599
10792,lih,6444
10793,bih,631
10794,mett,7171
10795,kølvro,6197
10796,stonthostøs,10591
10797,åsse,13098
10798,somti,10201
10799,swedt,11002
10800,frøs,3232
10801,drywwen,1784
10802,snøwsed,10052
10803,dawwen,1519
10804,wa,12894
10805,iwessomda,5191
10806,tahrt,11236
10807,klukker,5620
10808,mødtes,7542
10809,hæhr,4897
10810,od,7939
10811,mælmad,7508
10812,språkked,10329
10813,knøwt,5701
10814,fek,2471
10815,hwerranner,4799
10816,kjæhr,5534
10817,åhn,13039
10818,ga,3465
10819,hwøwt,4802
10820,hwæ,4801
10821,hjaer,4503
10822,gjall,3619
10823,owwe,8178
10824,mosser,7374
10825,kjaer,5522
10826,såen,11078
10827,flier,2617
10828,lieg,6407
10829,kjærrester,5537
10830,fann,2363
10831,møj,7545
10832,mier,7199
10833,bløw,894
10834,behøwd,512
10835,sønng,11195
10836,fahr,2313
10837,gjow,3626
10838,båreste,1225
10839,lønng,6908
10840,værehinanden,12866
10841,bærehinanden,1252
10842,mådevi,7460
10843,opdaged,8034
10844,opdaget,8037
10845,favnetagetvort,2440
10846,gådefor,4031
10847,nådekan,7845
10848,nædekun,7873
10849,forbinderi,2756
10850,overvinder,8174
10851,daled,1449
10852,ærevil,13163
10853,hjembærei,4513
10854,favnetag,2439
10855,fjederhammen,2543
10856,hyggeligt,4809
10857,allensteds,146
10858,hjertekamret,4552
10859,mægter,7499
10860,hjertenskære,4558
10861,ægtepar,13134
10862,bryllupsgilde,1085
10863,arneflammen,283
10864,afgrund,33
10865,stemmeen,10456
10866,drøms,1818
10867,æteriske,13172
10868,klarhed,5562
10869,blomsteråndeomkring,818
10870,visdomi,12638
10871,smilehullet,9946
10872,brønd,1132
10873,sundhedskildefor,10869
10874,kaotisk,5407
10875,umulig,12068
10876,forglemme,2801
10877,tilbeder,11398
10878,længselen,6819
10879,vejalle,12322
10880,grædei,3893
10881,nattestundalt,7622
10882,længetil,6816
10883,forbimellem,2754
10884,sneens,10017
10885,hviskeså,4773
10886,migsommerens,7209
10887,mildnedin,7216
10888,melankoliså,7087
10889,indei,5104
10890,natlige,7595
10891,tavs,11292
10892,sangfuglemund,9096
10893,tiende,11381
10894,rindeblankt,8721
10895,månestrålerne,7489
10896,spilletyst,10270
10897,stierne,10487
10898,stilleblunder,10509
10899,lyslig,6717
10900,bræm,1105
10901,sølvskyen,11166
10902,oppehviler,8073
10903,toppeskuer,11511
10904,lyttende,6757
10905,nabos,7577
10906,ilsebilvil,5076
10907,redebonne,8597
10908,ilsebil,5075
10909,klinket,5586
10910,mad,6939
10911,rav,8580
10912,ravog,8587
10913,dernede,1587
10914,prinsesse,8413
10915,tove,11537
10916,piges,8269
10917,lærkestruber,6857
10918,smilehulet,9945
10919,vejtil,12347
10920,sindets,9333
10921,gruber,3849
10922,hårdmod,4884
10923,ilde,5066
10924,hidsigt,4410
10925,slårog,9890
10926,smilehul,9944
10927,farligt,2381
10928,smilet,9952
10929,blikkets,745
10930,vege,12317
10931,första,3399
10932,sommardagpå,10140
10933,förmiddan,3398
10934,ängens,13010
10935,hundra,4679
10936,stodo,10572
10937,bugande,1146
10938,saktelig,9001
10939,nere,7696
10940,invid,5161
10941,strandendär,10642
10942,smög,9999
10943,bölja,1272
10944,kärleksfull,6088
10945,snäckan,10046
10946,sanden,9072
10947,sommardag,10139
10948,glänste,3697
10949,sommarskyn,10143
10950,bländande,853
10951,skrud,9621
10952,skogen,9560
10953,fåglars,3328
10954,ljöd,6528
10955,skön,9777
10956,flera,2600
10957,lärkan,6771
10958,svår,10966
10959,observera,7934
10960,grann,3795
10961,mera,7151
10962,vinterns,12601
10963,drivan,1758
10964,glittrande,3687
10965,kall,5365
10966,sommarns,10142
10967,vindar,12532
10968,slagoch,9802
10969,vågens,12776
10970,frus,3186
10971,fulla,3285
10972,tycker,11800
10973,dunig,1864
10974,bädd,1204
10975,växter,12764
10976,dragamed,1723
10977,blåklint,863
10978,klöverblad,5637
10979,älskande,13002
10980,behaga,500
10981,sommarsolen,10144
10982,anletsdrag,245
10983,rodna,8752
10984,stråla,10697
10985,betaga,584
10986,kærlighedslutter,6150
10987,meningsløst,7111
10988,hvisked,4769
10989,jegden,5216
10990,tillid,11418
10991,såres,11094
10992,segne,9156
10993,knuses,5687
10994,græssets,3916
10995,hyndersover,4822
10996,õøjter,13185
10997,spurvepar,10342
10998,skøjterunder,9784
10999,bristet,1023
11000,smuldrer,9966
11001,altervinover,180
11002,tilbageaf,11390
11003,ane,226
11004,strømmesom,10733
11005,brystets,1099
11006,tuer,11733
11007,engangvugge,2170
11008,–den,13296
11009,forløste,2855
11010,indesøgte,5112
11011,smuldre,9965
11012,luermod,6584
11013,byggermure,1195
11014,skrøbelige,9640
11015,dansevise,1497
11016,vandpyt,12231
11017,kindkys,5492
11018,begyndersit,490
11019,sølvõøjt,11168
11020,trætop,11711
11021,tagfat,11229
11022,hvislen,4775
11023,daggry,1428
11024,puk,8466
11025,kåd,6092
11026,sengenog,9231
11027,standserog,10415
11028,sølvfløjt,11164
11029,kigge,5472
11030,mængden,7513
11031,smilede,9943
11032,mm,7272
11033,hell,4288
11034,ilden,5067
11035,forbrændt,2769
11036,forvirret,2984
11037,pløretat,8371
11038,hældte,4909
11039,fadøl,2304
11040,øret,13256
11041,næse,7892
11042,porøsog,8389
11043,fluer,2647
11044,nøsda,7931
11045,lallen,6229
11046,dårligt,1937
11047,bådviklet,1212
11048,trådda,11675
11049,sanserne,9112
11050,hovedrent,4641
11051,mandda,6985
11052,tågerne,11852
11053,vågnede,12782
11054,maridtefter,7017
11055,tids,11372
11056,spritda,10324
11057,forsumpe,2928
11058,skrumpe,9622
11059,omtågethed,8013
11060,–da,13294
11061,kindenså,5490
11062,opgav,8043
11063,forsvinden,2932
11064,holdte,4606
11065,blikat,740
11066,panikda,8198
11067,solgyldne,10087
11068,pandeholdt,8194
11069,slukke,9860
11070,tørstdet,11935
11071,indså,5132
11072,førstda,3457
11073,forelskelsessang,2787
11074,spærret,10365
11075,hvilket,4761
11076,klartog,5567
11077,tøbrudsfartog,11920
11078,stormed,10612
11079,ølja,13239
11080,følfór,3439
11081,engeog,2180
11082,guldsom,3986
11083,såat,11071
11084,blåog,869
11085,glædedin,3702
11086,næve,7903
11087,godog,3759
11088,modså,7302
11089,festog,2484
11090,benovet,539
11091,gæsti,4085
11092,salemed,9004
11093,undrende,12097
11094,blåvi,873
11095,såog,11089
11096,slugte,9858
11097,værdpå,12862
11098,besværpå,580
11099,smerter,9934
11100,blirog,757
11101,undantag,12070
11102,turkisk,11763
11103,lyckligt,6646
11104,båt,1227
11105,kryss,5944
11106,kysst,6072
11107,annat,247
11108,virus,12630
11109,statistik,10423
11110,sensation,9235
11111,publik,8459
11112,nån,7862
11113,räls,8887
11114,åker,13041
11115,misstänksam,7261
11116,nåt,7868
11117,ibland,5023
11118,ända,13006
11119,fram,3034
11120,træernehører,11688
11121,skybrudmin,9682
11122,kælder,6105
11123,planker,8316
11124,henover,4334
11125,påser,8513
11126,stueni,10746
11127,lampens,6234
11128,øjnenefor,13230
11129,menneskerjeg,7129
11130,elsketbefinder,2107
11131,stadiget,10384
11132,miget,7201
11133,sammenigennem,9051
11134,hensom,4342
11135,bugeni,1147
11136,forurenet,2977
11137,fortabt,2946
11138,sneforblændet,10021
11139,virvar,12631
11140,nysgerrighedvi,7819
11141,henigen,4329
11142,langstrakt,6281
11143,refrænet,8606
11144,plot,8345
11145,fortælling,2968
11146,popmelodigodnatsange,8380
11147,sirenernes,9348
11148,skrigvi,9616
11149,somen,10135
11150,luftløs,6590
11151,ballon,357
11152,ballonen,358
11153,endeløs,2139
11154,sætning,11122
11155,kæntret,6128
11156,tomjeg,11487
11157,hjemsøges,4530
11158,idéer,5036
11159,flugtmen,2650
11160,latteren,6298
11161,smuktdu,9964
11162,kropmens,5906
11163,brygger,1082
11164,kaffe,5344
11165,kopog,5785
11166,støjså,10829
11167,smøgså,10000
11168,strander,10643
11169,derhvor,1581
11170,ømheden,13241
11171,ermarcherer,2231
11172,tappert,11283
11173,velviljens,12371
11174,hæren,4929
11175,tyndslidt,11808
11176,desperatkun,1608
11177,løfterne,6888
11178,stålsat,10792
11179,dirrende,1669
11180,numit,7793
11181,søvnige,11214
11182,dumit,1857
11183,drama,1734
11184,fornuft,2874
11185,ituog,5189
11186,vredså,12718
11187,sænk,11114
11188,øjner,13232
11189,lystså,6746
11190,tystfortabt,11832
11191,årenes,13081
11192,kærlighedssangfordi,6153
11193,skevi,9488
11194,forårsnat,3003
11195,forårsnatmit,3004
11196,klemusårligt,5573
11197,lystdu,6729
11198,sangede,9086
11199,vedom,12311
11200,sangjeg,9097
11201,næruroligt,7890
11202,ordog,8119
11203,vindueskarmen,12548
11204,hjerteglødder,4549
11205,rudernes,8807
11206,bristende,1020
11207,glasog,3644
11208,dagmars,1435
11209,dagmar,1434
11210,ribe,8688
11211,ringsted,8732
11212,fruer,3174
11213,hviles,4755
11214,fem,2473
11215,kirsten,5517
11216,karls,5417
11217,tren,11572
11218,somme,10145
11219,favned,2433
11220,læse,6866
11221,slide,9835
11222,skarlagen,9454
11223,gråganger,3882
11224,hårder,4881
11225,jerne,5227
11226,sankt,9107
11227,mari,7014
11228,læste,6869
11229,kronen,5895
11230,smådreng,9977
11231,sadel,8968
11232,ørs,13269
11233,højeloftsbro,4972
11234,sørgelig,11201
11235,trå,11673
11236,stedes,10439
11237,dankongen,1474
11238,tavlbord,11291
11239,terninger,11323
11240,forbyde,2772
11241,gullandsborg,3994
11242,hundred,4680
11243,ynk,12979
11244,fruerstue,3175
11245,kirstens,5518
11246,stræde,10719
11247,ligbåre,6415
11248,terner,11320
11249,båren,1224
11250,blodige,770
11251,ædelig,13121
11252,vider,12466
11253,fredløse,3053
11254,bengerd,538
11255,besk,552
11256,blomme,776
11257,tredje,11566
11258,yngste,12978
11259,pinen,8285
11260,havd,4199
11261,ærmer,13168
11262,søndagen,11178
11263,snørt,10051
11264,strege,10654
11265,bide,625
11266,elverskud,2123
11267,bryllup,1083
11268,elverdans,2118
11269,dansede,1493
11270,elvermø,2121
11271,træd,11682
11272,sot,10220
11273,hærde,4928
11274,fæstemø,3387
11275,bryllupsfærd,1084
11276,bår,1222
11277,villemand,12523
11278,væne,12852
11279,strengen,10663
11280,legte,6342
11281,guldtavl,3988
11282,borde,942
11283,rendte,8653
11284,fældte,3361
11285,tykkes,11806
11286,fuldvel,3282
11287,neder,7658
11288,hundrede,4681
11289,tolv,11483
11290,riddere,8691
11291,skrejned,9602
11292,femten,2477
11293,søm,11169
11294,toge,11476
11295,ridder,8690
11296,sadelbue,8969
11297,jomfrue,5241
11298,guldharpen,3975
11299,harpen,4180
11300,liste,6478
11301,hørtes,5006
11302,barken,384
11303,sprak,10307
11304,udaf,11954
11305,egetræ,2056
11306,hornet,4625
11307,bøvende,1341
11308,birke,657
11309,knappen,5658
11310,marri,7032
11311,troldens,11619
11312,bunde,1161
11313,trold,11617
11314,villemands,12524
11315,agnete,96
11316,havmanden,4220
11317,højelandsbro,4971
